,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
14430,60,75,54.0,52.0,46.0,68.0,49.0,48.0,35.0,36.0,33.0,21.0,34.0,8.0,10.0,12.0,10.0,15.0,55.0,61.0,68.0,28.0,22.0,62.0,44.0,26.0,49.0,37.0,48.0,66.0,57.0,64.0,65.0,64.0,35.0,35.0,A. Jones,19,England,CB
14431,60,71,69.0,43.0,71.0,83.0,59.0,56.0,39.0,44.0,58.0,63.0,32.0,9.0,5.0,8.0,6.0,9.0,58.0,23.0,71.0,49.0,48.0,19.0,55.0,61.0,61.0,55.0,56.0,12.0,66.0,81.0,12.0,41.0,52.0,46.0,D. Herrera,21,Colombia,RW ST
14432,60,75,80.0,30.0,85.0,85.0,62.0,61.0,32.0,58.0,60.0,57.0,27.0,15.0,13.0,9.0,13.0,9.0,40.0,14.0,80.0,52.0,58.0,16.0,55.0,62.0,48.0,57.0,59.0,14.0,81.0,86.0,15.0,35.0,55.0,43.0,L. Sinisterra,18,Colombia,ST LM
14433,60,79,55.0,31.0,52.0,54.0,59.0,46.0,34.0,43.0,59.0,64.0,35.0,13.0,14.0,8.0,13.0,10.0,66.0,16.0,69.0,33.0,61.0,13.0,68.0,56.0,55.0,51.0,55.0,21.0,60.0,70.0,15.0,68.0,50.0,48.0,C. Sánchez,18,Argentina,ST
14434,60,68,65.0,36.0,58.0,80.0,66.0,61.0,56.0,49.0,65.0,49.0,41.0,6.0,12.0,8.0,9.0,15.0,47.0,18.0,49.0,52.0,45.0,36.0,62.0,49.0,58.0,59.0,62.0,46.0,69.0,51.0,42.0,44.0,60.0,48.0,G. Groba,21,Argentina,RM
14435,60,65,45.0,30.0,53.0,55.0,23.0,41.0,18.0,18.0,20.0,13.0,12.0,62.0,59.0,63.0,54.0,63.0,13.0,25.0,63.0,23.0,14.0,12.0,23.0,13.0,50.0,34.0,20.0,15.0,51.0,34.0,19.0,65.0,20.0,17.0,L. O'Brien,25,England,GK
14436,60,67,88.0,38.0,85.0,81.0,56.0,52.0,59.0,54.0,55.0,52.0,54.0,16.0,10.0,15.0,11.0,13.0,37.0,62.0,52.0,55.0,63.0,27.0,58.0,50.0,48.0,60.0,63.0,24.0,84.0,74.0,25.0,48.0,43.0,50.0,J. Łukowski,21,Poland,LM
14437,60,70,60.0,70.0,66.0,58.0,62.0,53.0,58.0,53.0,64.0,53.0,52.0,13.0,15.0,15.0,13.0,7.0,49.0,53.0,55.0,56.0,59.0,49.0,48.0,49.0,56.0,59.0,66.0,55.0,66.0,77.0,57.0,72.0,61.0,35.0,W. Kurtovic,21,Sweden,CDM CM
14438,60,71,58.0,50.0,56.0,44.0,54.0,55.0,27.0,28.0,56.0,60.0,28.0,14.0,13.0,12.0,12.0,11.0,67.0,24.0,67.0,23.0,50.0,18.0,57.0,57.0,49.0,53.0,62.0,24.0,65.0,65.0,26.0,72.0,43.0,52.0,A. Jung,19,France,ST
14439,60,72,72.0,39.0,66.0,62.0,60.0,52.0,52.0,46.0,58.0,66.0,42.0,12.0,10.0,6.0,9.0,14.0,60.0,18.0,60.0,37.0,60.0,17.0,58.0,56.0,53.0,47.0,58.0,13.0,69.0,40.0,22.0,47.0,42.0,62.0,L. Ten Teije,19,Netherlands,LW ST
14440,60,70,64.0,56.0,63.0,50.0,61.0,58.0,45.0,38.0,64.0,58.0,34.0,14.0,12.0,6.0,15.0,10.0,52.0,48.0,53.0,52.0,49.0,36.0,47.0,56.0,57.0,63.0,65.0,52.0,68.0,75.0,52.0,68.0,52.0,46.0,A. Sødlund,20,Norway,CM RM
14441,60,71,71.0,27.0,62.0,65.0,60.0,59.0,56.0,44.0,63.0,63.0,42.0,5.0,11.0,8.0,6.0,6.0,57.0,25.0,55.0,38.0,49.0,23.0,57.0,56.0,42.0,59.0,65.0,23.0,68.0,70.0,26.0,63.0,55.0,41.0,A. Faustin,20,Haiti,RM ST
14442,60,61,65.0,43.0,53.0,61.0,58.0,57.0,43.0,36.0,54.0,52.0,39.0,9.0,13.0,13.0,12.0,8.0,49.0,60.0,60.0,58.0,54.0,59.0,44.0,54.0,59.0,61.0,45.0,64.0,63.0,67.0,64.0,71.0,57.0,38.0,M. Kurogi,27,Japan,CDM CM
14443,60,60,60.0,78.0,71.0,57.0,58.0,34.0,35.0,48.0,48.0,64.0,55.0,11.0,8.0,7.0,9.0,16.0,51.0,21.0,73.0,31.0,59.0,17.0,44.0,56.0,70.0,32.0,69.0,14.0,58.0,79.0,12.0,76.0,39.0,62.0,S. Ito,28,Japan,ST
14444,60,60,45.0,20.0,38.0,62.0,20.0,26.0,14.0,18.0,15.0,20.0,12.0,66.0,60.0,58.0,56.0,61.0,12.0,18.0,58.0,23.0,18.0,17.0,17.0,20.0,50.0,28.0,20.0,19.0,41.0,42.0,20.0,57.0,15.0,18.0,M. Scannella,30,France,GK
14445,60,70,77.0,62.0,73.0,67.0,59.0,50.0,65.0,53.0,57.0,42.0,49.0,13.0,13.0,5.0,9.0,7.0,49.0,53.0,72.0,51.0,52.0,55.0,37.0,57.0,52.0,55.0,50.0,58.0,75.0,60.0,57.0,59.0,54.0,47.0,M. Nys,20,Belgium,LM LB
14446,60,72,69.0,60.0,57.0,82.0,65.0,51.0,42.0,42.0,60.0,39.0,39.0,6.0,9.0,9.0,6.0,12.0,52.0,42.0,60.0,62.0,41.0,39.0,46.0,60.0,60.0,71.0,61.0,59.0,64.0,59.0,53.0,33.0,46.0,43.0,André Sousa,19,Portugal,CM
14447,60,70,58.0,51.0,48.0,43.0,38.0,46.0,27.0,27.0,33.0,20.0,29.0,5.0,10.0,12.0,12.0,10.0,55.0,58.0,68.0,33.0,22.0,59.0,42.0,30.0,50.0,40.0,43.0,61.0,64.0,60.0,63.0,79.0,28.0,27.0,Y. Çetin,20,Turkey,CB
14448,60,70,31.0,23.0,37.0,49.0,14.0,22.0,13.0,14.0,10.0,6.0,10.0,67.0,65.0,55.0,57.0,59.0,11.0,11.0,64.0,29.0,8.0,8.0,11.0,6.0,42.0,27.0,20.0,11.0,30.0,48.0,10.0,50.0,27.0,8.0,Tienza,20,Spain,GK
14449,60,65,41.0,20.0,38.0,52.0,22.0,21.0,17.0,16.0,18.0,14.0,20.0,62.0,58.0,55.0,57.0,58.0,18.0,19.0,50.0,41.0,14.0,14.0,23.0,12.0,62.0,28.0,18.0,18.0,43.0,31.0,16.0,42.0,60.0,20.0,M. Al Wakid,25,Saudi Arabia,GK
14450,60,70,69.0,55.0,58.0,60.0,55.0,40.0,58.0,33.0,52.0,28.0,43.0,7.0,7.0,7.0,14.0,14.0,37.0,62.0,64.0,35.0,23.0,55.0,38.0,46.0,60.0,40.0,40.0,62.0,65.0,75.0,60.0,73.0,38.0,25.0,J. Firpo,20,Dominican Republic,LB
14451,60,74,26.0,17.0,33.0,38.0,20.0,24.0,20.0,19.0,14.0,15.0,18.0,63.0,59.0,58.0,59.0,62.0,20.0,11.0,43.0,26.0,14.0,18.0,20.0,8.0,49.0,27.0,19.0,20.0,24.0,17.0,19.0,44.0,43.0,20.0,H. Burgoyne,20,England,GK
14452,60,72,65.0,57.0,70.0,82.0,65.0,61.0,44.0,38.0,63.0,29.0,40.0,7.0,10.0,9.0,5.0,6.0,49.0,54.0,59.0,61.0,37.0,52.0,46.0,53.0,54.0,65.0,44.0,60.0,60.0,54.0,60.0,40.0,62.0,32.0,S. Omeonga,21,Belgium,CDM CM
14453,60,67,64.0,55.0,60.0,76.0,49.0,36.0,53.0,39.0,66.0,30.0,33.0,13.0,5.0,10.0,8.0,11.0,47.0,61.0,60.0,32.0,28.0,53.0,49.0,53.0,58.0,36.0,31.0,75.0,63.0,56.0,66.0,56.0,35.0,35.0,D. Valdez,24,Argentina,RB
14454,60,70,82.0,36.0,82.0,81.0,64.0,55.0,61.0,42.0,63.0,45.0,52.0,8.0,10.0,10.0,13.0,15.0,53.0,50.0,89.0,60.0,55.0,47.0,49.0,49.0,55.0,63.0,59.0,58.0,80.0,78.0,63.0,62.0,49.0,51.0,N. Welbeck,22,Ghana,CDM CM
14455,60,65,43.0,57.0,58.0,64.0,59.0,53.0,48.0,37.0,45.0,33.0,41.0,8.0,12.0,10.0,9.0,13.0,48.0,61.0,59.0,58.0,29.0,55.0,45.0,33.0,48.0,65.0,51.0,64.0,51.0,49.0,58.0,76.0,39.0,32.0,F. Perradin,25,France,CB
14456,60,60,69.0,63.0,64.0,61.0,60.0,54.0,61.0,34.0,52.0,39.0,40.0,12.0,14.0,12.0,12.0,6.0,66.0,61.0,75.0,62.0,54.0,62.0,34.0,50.0,56.0,65.0,59.0,61.0,78.0,82.0,62.0,71.0,50.0,37.0,N. Gotfredsen,28,Denmark,RB CM
14457,60,66,68.0,49.0,65.0,59.0,62.0,53.0,38.0,38.0,52.0,42.0,40.0,15.0,14.0,16.0,14.0,10.0,43.0,58.0,39.0,58.0,51.0,58.0,46.0,55.0,60.0,63.0,64.0,55.0,47.0,63.0,57.0,57.0,51.0,39.0,D. Szymański,22,Poland,CDM
14458,60,69,39.0,32.0,59.0,38.0,32.0,34.0,12.0,24.0,27.0,5.0,11.0,61.0,56.0,46.0,64.0,61.0,11.0,10.0,50.0,38.0,9.0,8.0,14.0,7.0,57.0,46.0,29.0,13.0,37.0,22.0,24.0,59.0,55.0,8.0,Valera,20,Spain,GK
14459,60,63,52.0,68.0,70.0,64.0,46.0,58.0,23.0,19.0,36.0,25.0,22.0,15.0,7.0,14.0,6.0,9.0,53.0,51.0,55.0,52.0,38.0,66.0,36.0,66.0,53.0,57.0,53.0,61.0,54.0,74.0,57.0,72.0,36.0,24.0,J. Manière,25,Switzerland,CM CB
14460,60,68,66.0,58.0,57.0,62.0,61.0,45.0,45.0,48.0,60.0,33.0,46.0,7.0,9.0,12.0,13.0,9.0,53.0,40.0,60.0,61.0,47.0,39.0,51.0,54.0,60.0,65.0,65.0,53.0,60.0,63.0,48.0,60.0,63.0,43.0,M. Işık,20,Turkey,CM
14461,60,68,75.0,33.0,63.0,85.0,63.0,43.0,55.0,43.0,61.0,60.0,34.0,14.0,12.0,9.0,14.0,9.0,44.0,20.0,67.0,34.0,56.0,18.0,52.0,63.0,51.0,54.0,59.0,22.0,69.0,58.0,21.0,57.0,55.0,52.0,Lee Eun Beom,21,Korea Republic,RW
14462,60,70,73.0,63.0,49.0,52.0,37.0,46.0,29.0,24.0,34.0,19.0,28.0,11.0,13.0,13.0,9.0,12.0,59.0,63.0,73.0,30.0,23.0,58.0,35.0,32.0,48.0,32.0,32.0,54.0,70.0,65.0,61.0,76.0,33.0,26.0,D. Zamora,20,Colombia,RB CB
14463,60,68,63.0,45.0,71.0,77.0,61.0,62.0,60.0,62.0,62.0,47.0,48.0,6.0,9.0,6.0,7.0,12.0,46.0,42.0,54.0,61.0,44.0,45.0,45.0,60.0,61.0,64.0,59.0,44.0,60.0,68.0,48.0,60.0,61.0,51.0,M. Ellingsen,22,Norway,CM
14464,60,67,69.0,32.0,53.0,69.0,63.0,54.0,59.0,57.0,58.0,58.0,46.0,13.0,10.0,10.0,7.0,8.0,39.0,26.0,48.0,57.0,39.0,22.0,66.0,50.0,57.0,60.0,64.0,28.0,72.0,52.0,29.0,50.0,54.0,62.0,S. Mutlu,20,Turkey,RM
14465,60,66,80.0,27.0,69.0,69.0,57.0,61.0,25.0,42.0,64.0,61.0,32.0,6.0,7.0,7.0,9.0,15.0,53.0,18.0,56.0,43.0,44.0,11.0,63.0,49.0,55.0,58.0,61.0,19.0,79.0,75.0,17.0,57.0,54.0,49.0,L. Schnellbacher,23,Germany,RW ST
14466,60,65,52.0,60.0,63.0,59.0,64.0,60.0,37.0,41.0,58.0,56.0,51.0,14.0,6.0,11.0,15.0,6.0,62.0,29.0,71.0,34.0,53.0,20.0,56.0,54.0,64.0,43.0,62.0,23.0,62.0,66.0,36.0,80.0,52.0,54.0,M. Mitrović,25,Sweden,ST
14467,60,60,66.0,72.0,63.0,59.0,58.0,60.0,54.0,55.0,58.0,57.0,47.0,7.0,7.0,10.0,7.0,15.0,58.0,60.0,65.0,63.0,59.0,55.0,45.0,51.0,58.0,61.0,59.0,51.0,64.0,80.0,53.0,71.0,55.0,48.0,K. Skoglund,29,Sweden,LM CM CB
14468,60,75,56.0,66.0,74.0,82.0,59.0,60.0,56.0,44.0,58.0,41.0,47.0,13.0,10.0,11.0,7.0,9.0,56.0,60.0,61.0,65.0,36.0,55.0,46.0,41.0,53.0,69.0,58.0,61.0,58.0,57.0,63.0,51.0,64.0,40.0,B. Urbański,19,Poland,CDM CM
14469,60,71,64.0,58.0,63.0,78.0,64.0,58.0,42.0,34.0,60.0,50.0,50.0,8.0,15.0,11.0,7.0,7.0,48.0,59.0,71.0,63.0,40.0,53.0,55.0,39.0,47.0,66.0,49.0,45.0,58.0,67.0,54.0,59.0,61.0,28.0,R. Tavera,21,Colombia,CDM
14470,60,73,64.0,55.0,62.0,77.0,69.0,57.0,40.0,40.0,52.0,37.0,42.0,8.0,10.0,6.0,13.0,8.0,42.0,61.0,63.0,67.0,36.0,59.0,46.0,42.0,58.0,71.0,40.0,59.0,62.0,47.0,64.0,26.0,48.0,30.0,T. Bouriaud,20,France,CM
14471,60,73,80.0,30.0,78.0,58.0,58.0,54.0,38.0,51.0,65.0,60.0,37.0,12.0,7.0,14.0,10.0,11.0,55.0,20.0,75.0,45.0,60.0,15.0,48.0,47.0,50.0,59.0,61.0,21.0,78.0,56.0,20.0,67.0,54.0,54.0,R. Sprangers,19,Haiti,ST
14472,60,60,67.0,45.0,63.0,61.0,56.0,54.0,40.0,48.0,53.0,58.0,34.0,9.0,15.0,12.0,13.0,11.0,56.0,31.0,72.0,43.0,53.0,16.0,61.0,65.0,58.0,52.0,59.0,18.0,62.0,77.0,20.0,66.0,50.0,57.0,V. Sköld,27,Sweden,ST
14473,60,63,70.0,67.0,58.0,43.0,46.0,42.0,31.0,28.0,45.0,21.0,31.0,11.0,9.0,8.0,14.0,6.0,51.0,62.0,59.0,58.0,20.0,59.0,39.0,44.0,57.0,62.0,23.0,50.0,65.0,59.0,55.0,76.0,34.0,20.0,Park Jeong Su,23,Korea Republic,CDM CB
14474,60,72,79.0,54.0,76.0,74.0,56.0,57.0,56.0,49.0,58.0,55.0,53.0,11.0,13.0,12.0,6.0,11.0,47.0,47.0,47.0,47.0,48.0,53.0,49.0,59.0,62.0,54.0,55.0,51.0,75.0,61.0,53.0,53.0,57.0,53.0,Kim Jin Ya,19,Korea Republic,LW RW
14475,60,63,68.0,29.0,66.0,68.0,60.0,46.0,55.0,69.0,69.0,57.0,72.0,8.0,8.0,15.0,9.0,12.0,52.0,14.0,53.0,58.0,61.0,16.0,62.0,56.0,47.0,60.0,65.0,12.0,65.0,58.0,19.0,41.0,60.0,56.0,Junior Messias,26,Brazil,ST CF
14476,60,60,43.0,56.0,71.0,72.0,63.0,62.0,66.0,70.0,62.0,51.0,69.0,10.0,11.0,9.0,16.0,9.0,58.0,30.0,53.0,50.0,60.0,24.0,65.0,57.0,57.0,58.0,57.0,39.0,56.0,66.0,36.0,57.0,64.0,42.0,Y. Ogawa,32,Japan,CDM RM
14477,60,60,73.0,56.0,64.0,63.0,58.0,60.0,59.0,41.0,65.0,45.0,36.0,13.0,14.0,15.0,12.0,10.0,32.0,29.0,73.0,46.0,36.0,34.0,49.0,60.0,54.0,58.0,48.0,39.0,75.0,49.0,35.0,51.0,48.0,44.0,Lim Seong Taek,28,Korea Republic,CAM RM
14478,60,74,61.0,38.0,67.0,66.0,60.0,54.0,55.0,57.0,62.0,58.0,51.0,11.0,13.0,8.0,7.0,15.0,43.0,18.0,58.0,58.0,53.0,19.0,57.0,62.0,47.0,60.0,55.0,15.0,59.0,61.0,22.0,43.0,60.0,53.0,M. Chouiar,18,France,ST CAM
14479,60,68,63.0,54.0,49.0,81.0,57.0,50.0,47.0,38.0,63.0,33.0,37.0,9.0,7.0,13.0,11.0,13.0,56.0,58.0,57.0,31.0,28.0,62.0,44.0,51.0,61.0,34.0,32.0,65.0,62.0,62.0,68.0,67.0,37.0,36.0,Loureiro,20,Spain,RB
14480,60,66,59.0,31.0,59.0,55.0,54.0,55.0,38.0,44.0,59.0,66.0,38.0,5.0,7.0,14.0,13.0,7.0,66.0,14.0,69.0,33.0,63.0,21.0,71.0,51.0,53.0,48.0,63.0,16.0,60.0,53.0,20.0,65.0,45.0,48.0,G. Adzhoev,22,Russia,LW ST
14481,60,69,65.0,36.0,62.0,70.0,57.0,53.0,41.0,48.0,51.0,64.0,35.0,8.0,9.0,7.0,14.0,9.0,62.0,23.0,68.0,45.0,54.0,24.0,65.0,55.0,54.0,51.0,57.0,28.0,69.0,55.0,26.0,63.0,56.0,49.0,M. Peralta,20,Argentina,ST
14482,60,68,63.0,33.0,61.0,57.0,54.0,52.0,38.0,44.0,59.0,63.0,38.0,15.0,7.0,11.0,9.0,7.0,65.0,16.0,76.0,39.0,59.0,15.0,60.0,62.0,53.0,53.0,57.0,22.0,56.0,58.0,23.0,64.0,53.0,50.0,N. Obolskiy,20,Russia,ST
14483,60,76,65.0,65.0,56.0,66.0,62.0,51.0,49.0,39.0,61.0,40.0,39.0,5.0,13.0,6.0,12.0,5.0,59.0,48.0,59.0,63.0,51.0,50.0,52.0,58.0,51.0,68.0,60.0,58.0,67.0,64.0,57.0,60.0,54.0,40.0,R. Souici,19,France,CM
14484,60,65,25.0,25.0,22.0,25.0,17.0,53.0,11.0,12.0,11.0,5.0,14.0,61.0,58.0,43.0,,59.0,33.0,14.0,40.0,38.0,9.0,9.0,18.0,8.0,57.0,49.0,18.0,10.0,28.0,26.0,14.0,70.0,49.0,8.0,M. Bruhn,26,Denmark,GK
14485,60,66,59.0,30.0,65.0,62.0,57.0,53.0,32.0,44.0,64.0,66.0,41.0,12.0,7.0,13.0,8.0,11.0,60.0,17.0,68.0,39.0,64.0,21.0,65.0,52.0,53.0,50.0,61.0,20.0,56.0,60.0,20.0,68.0,46.0,48.0,Allef,22,Brazil,ST
14486,60,60,26.0,16.0,22.0,38.0,12.0,30.0,12.0,8.0,9.0,10.0,13.0,59.0,64.0,62.0,61.0,63.0,12.0,13.0,37.0,24.0,9.0,9.0,23.0,9.0,40.0,25.0,22.0,14.0,28.0,20.0,8.0,57.0,32.0,7.0,M. Böcskör,34,Austria,GK
14487,60,70,50.0,65.0,63.0,66.0,55.0,57.0,33.0,27.0,49.0,28.0,28.0,15.0,9.0,13.0,11.0,15.0,65.0,54.0,79.0,32.0,26.0,54.0,46.0,33.0,51.0,46.0,44.0,53.0,51.0,62.0,57.0,77.0,32.0,35.0,D. Mboumbouni,21,France,CB
14488,60,66,56.0,59.0,68.0,66.0,64.0,55.0,59.0,64.0,61.0,44.0,60.0,9.0,14.0,13.0,6.0,15.0,49.0,45.0,61.0,60.0,54.0,39.0,64.0,52.0,55.0,62.0,59.0,44.0,67.0,52.0,44.0,63.0,58.0,39.0,Z. Mathers,23,United States,CM CAM
14489,60,71,63.0,28.0,69.0,74.0,64.0,56.0,61.0,49.0,62.0,61.0,46.0,7.0,6.0,7.0,14.0,7.0,46.0,24.0,75.0,43.0,58.0,21.0,57.0,62.0,47.0,57.0,63.0,17.0,67.0,57.0,22.0,44.0,56.0,52.0,A. Makarov,21,Russia,LW LM
14490,60,68,81.0,69.0,64.0,84.0,49.0,53.0,51.0,52.0,52.0,35.0,38.0,11.0,11.0,9.0,14.0,11.0,41.0,58.0,60.0,41.0,40.0,52.0,54.0,47.0,56.0,52.0,46.0,55.0,77.0,78.0,57.0,68.0,41.0,39.0,S. Gomez,20,Trinidad & Tobago,RW RB
14491,60,76,62.0,58.0,66.0,66.0,67.0,62.0,44.0,42.0,68.0,52.0,41.0,9.0,11.0,6.0,6.0,7.0,57.0,48.0,55.0,61.0,40.0,52.0,54.0,32.0,60.0,65.0,62.0,34.0,64.0,61.0,42.0,62.0,64.0,35.0,Bruno Jordão,18,Portugal,CM
14492,60,65,78.0,71.0,75.0,87.0,60.0,60.0,57.0,34.0,63.0,35.0,25.0,10.0,6.0,10.0,12.0,8.0,49.0,49.0,86.0,51.0,18.0,56.0,54.0,45.0,51.0,56.0,35.0,60.0,78.0,77.0,52.0,55.0,52.0,28.0,J. Meade,24,England,LB
14493,60,69,54.0,22.0,61.0,57.0,23.0,30.0,11.0,14.0,24.0,15.0,23.0,63.0,58.0,61.0,59.0,61.0,15.0,20.0,34.0,32.0,20.0,11.0,22.0,12.0,50.0,27.0,30.0,17.0,53.0,29.0,15.0,42.0,13.0,16.0,R. Matthews,23,England,GK
14494,60,66,25.0,20.0,30.0,29.0,23.0,30.0,16.0,12.0,21.0,15.0,21.0,62.0,57.0,59.0,57.0,62.0,18.0,10.0,45.0,24.0,17.0,19.0,26.0,6.0,58.0,24.0,18.0,12.0,30.0,25.0,15.0,55.0,31.0,19.0,B. Allain,25,France,GK
14495,60,68,74.0,68.0,72.0,66.0,54.0,56.0,66.0,64.0,57.0,41.0,28.0,7.0,12.0,11.0,10.0,5.0,44.0,53.0,59.0,58.0,64.0,49.0,35.0,47.0,62.0,57.0,69.0,58.0,73.0,69.0,50.0,42.0,60.0,40.0,Jang Cheol Yong,21,Korea Republic,LB RB
14496,60,65,57.0,66.0,40.0,55.0,42.0,43.0,33.0,26.0,33.0,28.0,27.0,15.0,11.0,6.0,8.0,10.0,55.0,56.0,69.0,31.0,23.0,65.0,47.0,27.0,48.0,33.0,39.0,65.0,58.0,60.0,65.0,61.0,30.0,32.0,M. Perg,25,Uruguay,CB
14497,60,61,69.0,63.0,60.0,66.0,59.0,55.0,52.0,38.0,54.0,37.0,33.0,7.0,7.0,18.0,5.0,9.0,52.0,62.0,65.0,54.0,32.0,55.0,40.0,46.0,59.0,59.0,44.0,58.0,66.0,74.0,57.0,63.0,52.0,36.0,L. O'Neil,23,England,CDM
14498,60,69,58.0,58.0,60.0,60.0,51.0,61.0,52.0,48.0,50.0,28.0,35.0,15.0,11.0,11.0,12.0,12.0,62.0,63.0,72.0,46.0,26.0,65.0,40.0,34.0,56.0,54.0,58.0,59.0,65.0,62.0,63.0,68.0,29.0,37.0,I. Näsberg,21,Norway,CB LB
14499,60,72,69.0,68.0,81.0,65.0,57.0,50.0,48.0,65.0,63.0,61.0,57.0,16.0,14.0,14.0,10.0,14.0,57.0,42.0,63.0,55.0,59.0,35.0,61.0,62.0,57.0,56.0,51.0,32.0,68.0,70.0,36.0,60.0,54.0,47.0,B. Kennedy,20,Northern Ireland,LM RM ST
14500,60,70,67.0,52.0,60.0,65.0,57.0,50.0,67.0,63.0,63.0,29.0,54.0,13.0,9.0,11.0,8.0,15.0,42.0,58.0,61.0,42.0,44.0,57.0,35.0,42.0,56.0,57.0,47.0,58.0,61.0,68.0,60.0,57.0,47.0,38.0,K. O'Connor,22,Republic of Ireland,LM LB
14501,60,76,73.0,57.0,61.0,58.0,60.0,53.0,34.0,40.0,57.0,59.0,35.0,8.0,6.0,9.0,5.0,11.0,55.0,17.0,65.0,24.0,51.0,14.0,60.0,59.0,61.0,49.0,58.0,16.0,75.0,53.0,24.0,66.0,49.0,51.0,P. Daka,18,Zambia,ST
14502,60,73,69.0,48.0,71.0,59.0,60.0,41.0,55.0,33.0,57.0,30.0,30.0,11.0,12.0,8.0,12.0,13.0,50.0,54.0,61.0,51.0,28.0,58.0,39.0,44.0,56.0,59.0,32.0,60.0,71.0,63.0,58.0,59.0,46.0,29.0,T. Watson,20,England,RB
14503,60,69,68.0,48.0,68.0,66.0,,50.0,50.0,54.0,,56.0,45.0,8.0,8.0,11.0,8.0,8.0,53.0,15.0,58.0,38.0,50.0,17.0,51.0,58.0,56.0,55.0,61.0,19.0,68.0,50.0,14.0,64.0,51.0,,J. Günther-Schmidt,22,Germany,RW LW ST
14504,60,79,82.0,62.0,66.0,63.0,57.0,60.0,60.0,55.0,63.0,35.0,52.0,13.0,15.0,12.0,8.0,5.0,41.0,61.0,65.0,37.0,38.0,55.0,43.0,55.0,49.0,42.0,46.0,57.0,86.0,63.0,58.0,57.0,50.0,34.0,J. Dasilva,19,England,LB
14505,60,70,75.0,59.0,69.0,72.0,52.0,44.0,42.0,41.0,53.0,31.0,31.0,14.0,12.0,10.0,14.0,8.0,58.0,56.0,82.0,40.0,28.0,58.0,36.0,42.0,55.0,56.0,44.0,62.0,76.0,63.0,63.0,63.0,37.0,26.0,K. Gipson,21,Germany,RB
14506,60,76,70.0,36.0,52.0,65.0,62.0,53.0,55.0,57.0,69.0,69.0,48.0,7.0,11.0,8.0,8.0,5.0,45.0,27.0,42.0,47.0,45.0,27.0,61.0,58.0,46.0,51.0,75.0,31.0,69.0,42.0,30.0,57.0,55.0,51.0,M. Soisalo,19,Finland,RM RW
14507,60,75,58.0,67.0,59.0,64.0,60.0,50.0,42.0,40.0,57.0,38.0,37.0,12.0,9.0,9.0,5.0,6.0,48.0,54.0,68.0,53.0,50.0,50.0,38.0,39.0,65.0,63.0,61.0,49.0,56.0,69.0,59.0,77.0,57.0,37.0,M. Fossum Basse,20,Denmark,CM CDM
14508,60,65,62.0,64.0,37.0,61.0,31.0,50.0,24.0,24.0,22.0,25.0,27.0,14.0,11.0,5.0,13.0,7.0,46.0,62.0,74.0,31.0,19.0,65.0,34.0,23.0,51.0,32.0,42.0,63.0,60.0,63.0,69.0,58.0,27.0,30.0,G. Loiacono,25,Italy,CB
14509,60,69,59.0,55.0,59.0,57.0,60.0,48.0,57.0,43.0,60.0,26.0,35.0,9.0,12.0,16.0,12.0,14.0,48.0,56.0,58.0,52.0,33.0,58.0,44.0,58.0,58.0,60.0,45.0,59.0,66.0,69.0,58.0,72.0,46.0,31.0,J. Barrett Laursen,22,Denmark,LB
14510,60,63,56.0,57.0,60.0,75.0,53.0,53.0,28.0,29.0,30.0,19.0,23.0,15.0,7.0,11.0,11.0,15.0,53.0,57.0,81.0,32.0,22.0,59.0,39.0,26.0,48.0,42.0,37.0,61.0,51.0,58.0,67.0,67.0,31.0,25.0,S. Rouiller,26,Switzerland,RB CB
14511,60,75,,,,,,62.0,,,,,,12.0,12.0,9.0,11.0,9.0,31.0,,34.0,,51.0,,50.0,,48.0,,,51.0,,,52.0,,,48.0,K. Scott,19,United States,CM
14512,60,68,77.0,32.0,55.0,55.0,62.0,53.0,62.0,63.0,64.0,64.0,60.0,15.0,14.0,15.0,7.0,8.0,48.0,15.0,45.0,51.0,62.0,21.0,53.0,45.0,42.0,53.0,61.0,25.0,78.0,37.0,23.0,58.0,52.0,59.0,J. Levi,21,Sweden,RW
14513,60,67,77.0,35.0,70.0,64.0,60.0,58.0,57.0,55.0,60.0,52.0,53.0,7.0,8.0,10.0,6.0,7.0,35.0,31.0,33.0,52.0,50.0,35.0,52.0,55.0,47.0,58.0,51.0,37.0,78.0,56.0,38.0,61.0,56.0,35.0,S. Kelly,23,England,LM
14514,60,70,72.0,59.0,74.0,74.0,60.0,58.0,54.0,47.0,62.0,49.0,49.0,11.0,14.0,7.0,7.0,10.0,38.0,53.0,44.0,53.0,38.0,51.0,53.0,62.0,55.0,60.0,70.0,57.0,74.0,75.0,60.0,64.0,48.0,49.0,K. Dankowski,20,Poland,RB
